user_id,age,gender,device_model,operating_system,youtube_mins_daily,social_media_mins_daily,gaming_mins_daily,productivity_mins_daily,streaming_mins_daily,total_app_usage_mins,screen_on_hours,battery_drain_mah,data_usage_mb,num_apps_installed,peak_usage_hour,night_usage_pct,app_switches_per_hour,avg_session_duration_mins,num_sessions_daily,user_profile,age_group
169,41,Male,iPhone 15,iOS,10.7,15.9,13.4,177.6,25.5,243.1,4.73,864,811,34,16,0.105,6.4,25.6,9,productivity_focused,36-45
170,15,Male,Google Pixel 8,Android,174.8,9.8,35.7,34.2,38.6,293.1,6.35,1022,2858,59,18,0.219,9.2,28.7,10,content_consumer,<18
171,42,Female,iPhone 15,iOS,11.9,64.1,0.0,286.8,37.8,400.7,7.7,1233,1119,48,11,0.11,11.6,32.1,12,productivity_focused,36-45
172,34,Female,iPhone SE,iOS,131.7,57.4,55.0,16.6,101.2,362.0,7.47,1356,3467,48,16,0.19,12.7,39.3,9,mixed_user,26-35
173,62,Female,Samsung Galaxy A54,Android,156.6,35.2,24.7,24.5,0.0,240.9,5.51,863,2194,59,19,0.223,10.7,11.5,20,content_consumer,45+
174,45,Male,Samsung Galaxy S22,Android,90.4,42.9,30.9,62.6,33.5,260.4,5.57,1116,1916,49,17,0.219,11.5,18.5,14,mixed_user,36-45
175,15,Female,iPhone 15,iOS,61.6,68.6,3.1,181.9,35.2,350.4,6.92,1333,1625,51,9,0.083,10.5,22.3,15,productivity_focused,<18
176,50,Male,Samsung Galaxy S22,Android,43.9,101.3,23.2,45.8,80.8,295.0,5.86,1215,2177,63,16,0.14,13.4,22.3,13,mixed_user,45+
177,13,Female,Xiaomi Redmi Note 12,Android,40.1,19.4,24.1,227.9,21.9,333.4,6.86,1194,1133,39,9,0.081,7.5,34.9,9,productivity_focused,<18
178,58,Female,iPhone 14,iOS,38.8,22.7,9.3,184.3,0.0,255.1,5.69,1086,746,48,9,0.082,8.7,33.8,7,productivity_focused,45+
179,24,Female,Samsung Galaxy S22,Android,73.3,169.9,27.8,77.6,25.4,373.9,7.43,1393,1993,79,22,0.198,13.5,18.9,19,mixed_user,18-25
180,42,Male,Google Pixel 8,Android,76.0,22.3,151.9,12.8,40.7,303.8,6.08,1060,2063,68,23,0.312,4.3,89.2,3,gamer,36-45
181,45,Male,iPhone SE,iOS,91.8,219.5,12.0,40.7,0.0,363.9,7.44,1241,2001,68,13,0.104,8.6,6.7,54,social_butterfly,36-45
182,15,Male,Realme 11 Pro,Android,39.1,0.0,16.4,177.7,13.5,246.7,5.17,1033,923,51,15,0.072,10.9,34.6,7,productivity_focused,<18
183,63,Male,iPhone 13,iOS,55.5,8.2,74.6,66.5,42.5,247.4,4.64,838,1693,41,21,0.178,10.7,26.3,9,mixed_user,45+
184,40,Female,Xiaomi 13,Android,0.0,73.7,72.5,75.2,55.2,276.7,5.34,996,1338,42,20,0.212,8.5,21.1,13,mixed_user,36-45
185,64,Male,Realme 11 Pro,Android,54.2,24.4,222.4,11.0,38.3,350.3,6.97,1305,1886,85,21,0.405,5.1,75.1,4,gamer,45+
186,64,Male,Samsung Galaxy S22,Android,74.8,78.8,79.4,39.8,70.9,343.6,6.42,1238,2523,70,19,0.178,14.2,27.4,12,mixed_user,45+
187,54,Male,Samsung Galaxy S23,Android,44.0,15.3,16.6,92.0,30.8,198.7,4.67,905,1222,55,16,0.141,10.8,29.8,6,productivity_focused,45+
188,50,Female,Motorola Edge 40,Android,3.8,43.0,12.1,188.0,2.0,248.9,5.47,901,472,36,15,0.119,10.7,33.3,7,productivity_focused,45+
189,18,Female,Samsung Galaxy A54,Android,58.2,66.7,7.7,154.6,0.0,287.2,5.7,1015,1176,45,11,0.132,11.2,19.8,14,productivity_focused,<18
190,52,Female,Xiaomi 13,Android,42.6,58.2,32.6,85.7,81.9,301.1,6.49,1025,2078,66,18,0.3,10.9,13.9,21,mixed_user,45+
191,33,Female,Xiaomi 13,Android,71.3,79.2,6.0,30.4,143.4,330.2,6.04,1150,3381,55,22,0.202,7.7,12.1,27,content_consumer,26-35
192,31,Male,OnePlus 11,Android,42.6,18.6,25.3,205.0,4.0,295.6,6.35,1071,904,48,16,0.087,11.0,23.8,12,productivity_focused,26-35
193,26,Male,Samsung Galaxy S23,Android,138.4,57.3,22.9,116.9,113.9,449.4,8.69,1503,3722,46,16,0.114,12.9,23.7,18,mixed_user,26-35
194,41,Female,Samsung Galaxy A54,Android,30.1,38.4,6.0,80.3,0.0,154.8,3.77,837,674,34,16,0.104,5.5,32.2,4,productivity_focused,36-45
195,55,Male,Samsung Galaxy S22,Android,122.9,32.5,23.7,8.6,44.8,232.5,5.24,1046,2364,63,22,0.237,6.4,16.5,14,content_consumer,45+
196,43,Female,iPhone 14,iOS,42.5,58.8,8.8,170.9,17.7,298.7,5.55,972,1162,58,14,0.132,5.5,16.3,18,productivity_focused,36-45
197,32,Male,Motorola Edge 40,Android,75.8,73.1,18.8,20.3,8.6,196.7,3.8,742,1490,76,13,0.151,10.4,6.1,31,social_butterfly,26-35
198,35,Male,Xiaomi 13,Android,90.5,93.7,89.7,27.6,65.9,367.4,7.1,1143,2668,62,17,0.201,10.1,34.7,10,mixed_user,26-35
199,46,Male,iPhone SE,iOS,148.8,76.5,36.8,30.2,73.4,365.7,7.13,1118,3333,59,14,0.213,8.3,29.7,12,content_consumer,45+
200,50,Female,iPhone 15,iOS,58.9,44.7,150.0,0.0,22.3,275.9,5.55,1135,1601,66,20,0.353,4.9,60.8,4,gamer,45+
201,16,Female,iPhone 14,iOS,95.3,105.3,47.5,51.0,48.5,347.6,7.15,1347,2503,71,10,0.137,12.0,14.3,24,mixed_user,<18
202,47,Female,OnePlus 11,Android,35.5,129.3,25.3,40.4,80.7,311.2,6.02,1052,2185,59,19,0.235,5.0,18.1,17,social_butterfly,45+
203,32,Male,iPhone 13,iOS,14.7,17.5,0.0,192.5,10.0,234.6,5.36,963,525,56,16,0.111,10.4,31.1,7,productivity_focused,26-35
204,30,Male,Samsung Galaxy S22,Android,36.5,49.0,251.8,29.6,23.8,390.7,7.49,1330,1603,66,22,0.256,5.6,60.6,6,gamer,26-35
205,35,Female,Xiaomi Redmi Note 12,Android,81.7,28.7,285.4,22.6,30.6,448.9,8.45,1374,2213,76,20,0.272,5.2,53.5,8,gamer,26-35
206,55,Female,Xiaomi 13,Android,5.3,28.4,0.0,190.1,28.2,252.0,5.63,856,759,51,16,0.057,7.9,18.8,13,productivity_focused,45+
207,14,Female,Samsung Galaxy S23,Android,54.7,274.0,63.3,49.7,61.7,503.4,9.84,1747,2607,75,18,0.201,10.0,15.6,32,social_butterfly,<18
208,58,Female,iPhone SE,iOS,32.4,15.7,146.6,23.5,36.4,254.5,4.83,948,1475,73,23,0.417,2.2,35.5,7,gamer,45+
209,24,Male,Xiaomi 13,Android,183.7,0.2,45.9,30.9,58.2,318.8,6.11,1256,3272,51,10,0.251,10.0,35.7,8,content_consumer,18-25
210,24,Female,iPhone SE,iOS,40.3,333.8,10.9,13.5,24.8,423.3,7.74,1310,2008,61,13,0.221,5.8,15.2,27,social_butterfly,18-25
211,58,Female,Xiaomi 13,Android,19.4,46.7,45.0,29.7,46.7,187.4,4.36,825,1332,61,11,0.216,10.9,26.8,6,mixed_user,45+
212,20,Female,Samsung Galaxy A54,Android,123.5,91.9,82.2,25.4,127.4,450.5,8.13,1536,3988,40,20,0.217,14.0,16.7,26,mixed_user,18-25
213,25,Female,Google Pixel 8,Android,81.7,69.6,0.0,34.9,42.6,228.7,4.54,995,1906,60,22,0.215,14.3,33.8,6,mixed_user,18-25
214,29,Male,iPhone 15,iOS,293.3,14.4,0.0,13.2,112.1,433.0,8.1,1373,5439,70,20,0.215,5.8,38.0,11,content_consumer,26-35
215,37,Female,Samsung Galaxy S22,Android,26.5,43.2,17.6,117.9,2.0,207.2,4.88,901,761,44,16,0.057,9.6,12.3,16,productivity_focused,36-45
216,48,Female,Motorola Edge 40,Android,50.6,117.7,0.0,61.9,31.1,261.3,5.39,900,1631,79,21,0.156,5.3,11.3,23,social_butterfly,45+
217,57,Female,Google Pixel 8,Android,114.0,28.7,33.5,12.5,88.0,276.8,5.49,904,3014,57,20,0.226,7.8,23.3,11,content_consumer,45+
218,35,Female,Realme 11 Pro,Android,47.6,117.0,64.9,0.0,21.5,251.0,5.6,1098,1456,76,23,0.187,14.2,26.8,9,mixed_user,26-35
219,55,Female,Xiaomi 13,Android,46.7,62.8,20.8,109.8,86.3,326.3,6.89,1196,2287,48,11,0.176,12.8,13.6,23,mixed_user,45+
220,35,Male,Realme 11 Pro,Android,90.4,68.1,93.2,94.8,54.8,401.4,7.97,1472,2408,49,9,0.134,10.8,13.0,30,mixed_user,26-35
221,26,Male,iPhone 14,iOS,145.2,53.3,42.7,12.3,85.2,338.8,6.41,1062,3328,57,21,0.274,9.0,21.8,15,content_consumer,26-35
222,38,Female,Xiaomi Redmi Note 12,Android,196.4,39.3,50.9,32.3,48.0,366.9,6.98,1156,3439,46,11,0.295,6.4,12.8,28,content_consumer,36-45
223,55,Female,OnePlus 11,Android,19.1,115.1,16.3,12.1,61.0,223.6,4.31,859,1638,68,21,0.25,8.7,7.4,30,social_butterfly,45+
224,49,Female,iPhone 14,iOS,34.2,25.0,159.7,6.9,9.6,235.5,4.83,889,1123,94,23,0.284,3.0,88.6,2,gamer,45+
225,64,Female,Samsung Galaxy S22,Android,14.0,113.7,2.1,20.0,64.4,214.1,4.74,843,1639,50,19,0.121,6.9,6.2,34,social_butterfly,45+
226,54,Male,Samsung Galaxy A54,Android,61.6,82.9,24.8,144.3,58.5,372.1,7.69,1229,2122,41,23,0.224,14.0,16.0,23,mixed_user,45+
227,55,Male,Xiaomi Redmi Note 12,Android,62.6,112.0,37.2,6.8,12.8,231.5,5.01,809,1426,43,12,0.253,14.9,30.2,7,mixed_user,45+
228,24,Male,Google Pixel 8,Android,89.4,128.6,75.5,105.6,16.9,416.0,8.09,1450,1983,59,22,0.112,15.0,15.5,26,mixed_user,18-25
229,24,Male,Samsung Galaxy A54,Android,65.6,51.3,295.1,11.8,52.3,476.1,8.86,1631,2431,80,23,0.395,5.2,65.5,7,gamer,18-25
230,51,Male,iPhone 13,iOS,114.5,7.0,35.8,17.4,120.9,295.6,5.57,1237,3429,55,11,0.298,7.2,35.1,8,content_consumer,45+
231,50,Male,iPhone 15,iOS,55.7,8.1,227.4,32.3,85.0,408.5,7.87,1359,2562,90,22,0.275,3.3,83.7,4,gamer,45+
232,26,Male,iPhone 15,iOS,5.1,9.0,2.4,181.2,20.5,218.3,4.99,989,598,35,11,0.132,9.7,39.7,5,productivity_focused,26-35
233,20,Male,Google Pixel 8,Android,38.1,241.3,60.2,0.0,71.9,411.5,7.68,1323,2450,47,12,0.181,9.4,6.9,59,social_butterfly,18-25
234,24,Female,OnePlus 11,Android,91.2,77.4,255.2,16.2,44.9,484.8,9.25,1666,2597,94,20,0.307,2.5,87.8,5,gamer,18-25
235,38,Male,iPhone 14,iOS,235.3,37.4,50.4,27.0,89.0,439.1,7.88,1447,4538,73,18,0.228,6.8,19.2,22,content_consumer,36-45
236,13,Female,Xiaomi Redmi Note 12,Android,95.2,16.1,324.3,25.1,72.5,533.3,9.73,1550,3104,65,22,0.432,4.8,49.9,10,gamer,<18
237,23,Female,Xiaomi 13,Android,8.1,73.8,23.6,74.7,15.2,195.3,4.33,840,704,30,9,0.088,9.6,39.9,4,productivity_focused,18-25
238,42,Female,iPhone 14,iOS,91.3,36.6,314.2,30.1,94.4,566.7,10.4,1811,3458,56,21,0.262,2.6,58.6,9,gamer,36-45
239,62,Male,Xiaomi 13,Android,24.5,21.7,113.2,11.4,24.8,195.6,3.82,792,1133,57,20,0.258,4.2,34.8,5,gamer,45+
240,26,Male,Motorola Edge 40,Android,80.3,66.6,251.7,28.7,3.7,431.0,8.21,1301,1858,79,21,0.401,4.5,79.7,5,gamer,26-35
241,19,Female,OnePlus 11,Android,13.4,3.4,29.5,201.7,0.0,248.1,5.63,1105,384,41,16,0.117,11.9,12.6,19,productivity_focused,18-25
242,45,Female,Motorola Edge 40,Android,35.6,116.6,4.0,57.3,47.1,260.6,5.3,930,1645,57,13,0.143,8.5,16.5,15,mixed_user,36-45
243,54,Female,iPhone 15,iOS,11.7,95.3,43.3,85.2,14.7,250.2,5.29,1061,868,62,16,0.104,13.9,26.3,9,mixed_user,45+
244,19,Male,Xiaomi Redmi Note 12,Android,74.9,234.8,24.4,20.4,8.6,363.2,6.6,1359,1863,47,21,0.202,8.5,5.9,61,social_butterfly,18-25
245,35,Female,Samsung Galaxy S23,Android,149.1,50.3,0.0,40.3,126.5,366.2,7.06,1342,4009,65,8,0.115,6.2,11.8,31,content_consumer,26-35
246,17,Female,Realme 11 Pro,Android,0.0,36.8,0.0,140.5,26.5,203.9,3.9,905,715,37,9,0.056,5.2,39.7,5,productivity_focused,<18
247,38,Female,iPhone 15,iOS,125.0,94.0,2.1,11.5,114.8,347.5,6.84,1321,3613,50,9,0.166,9.8,38.8,8,content_consumer,36-45
248,36,Male,Xiaomi 13,Android,50.8,41.5,9.4,205.0,17.0,323.7,6.23,1250,1290,57,14,0.092,5.4,30.8,10,productivity_focused,36-45
249,47,Male,iPhone 15,iOS,169.5,74.2,11.7,21.6,141.3,418.3,8.47,1517,4608,65,15,0.132,6.5,20.7,20,content_consumer,45+
250,55,Female,Xiaomi 13,Android,29.9,33.6,7.9,117.7,14.1,203.2,4.54,715,847,44,11,0.107,10.5,26.9,7,productivity_focused,45+
251,21,Female,Realme 11 Pro,Android,16.3,235.7,11.1,30.8,0.0,293.8,6.31,1206,1026,45,19,0.22,5.6,9.8,30,social_butterfly,18-25
252,15,Male,Realme 11 Pro,Android,186.8,43.2,37.4,32.8,174.8,475.0,8.82,1654,5224,73,20,0.151,10.7,22.9,20,content_consumer,<18
253,63,Male,Samsung Galaxy S22,Android,7.8,17.7,10.6,151.6,8.2,195.9,4.36,921,523,39,15,0.093,9.1,10.4,18,productivity_focused,45+
254,43,Male,iPhone SE,iOS,0.0,266.8,42.7,27.9,65.0,402.4,7.77,1268,1944,49,13,0.277,9.5,9.8,41,social_butterfly,36-45
255,42,Male,Samsung Galaxy S22,Android,151.6,49.0,30.0,37.3,44.7,312.6,6.47,1274,2861,78,11,0.202,11.5,19.1,16,content_consumer,36-45
256,43,Female,Xiaomi 13,Android,45.2,33.1,14.2,199.1,12.7,304.2,6.3,1022,1056,47,14,0.071,9.5,21.9,13,productivity_focused,36-45
257,59,Female,Realme 11 Pro,Android,145.5,51.4,12.2,35.8,68.0,312.9,6.37,1127,3028,55,11,0.175,6.7,19.5,16,content_consumer,45+
258,54,Female,Xiaomi 13,Android,59.0,35.3,63.6,50.0,81.5,289.4,5.38,942,2265,73,21,0.229,8.0,23.4,12,mixed_user,45+
259,51,Female,Samsung Galaxy S22,Android,160.3,33.0,26.6,9.2,123.8,353.0,6.64,1370,4020,66,18,0.228,5.6,15.8,22,content_consumer,45+
260,54,Female,iPhone 13,iOS,77.2,67.3,21.2,152.0,62.9,380.6,7.3,1403,2341,74,12,0.296,12.9,20.9,18,mixed_user,45+
261,36,Male,iPhone 15,iOS,15.7,106.4,42.0,57.7,82.3,304.1,5.8,1192,1963,73,22,0.15,9.0,10.3,29,mixed_user,36-45
262,13,Male,Google Pixel 8,Android,63.3,58.1,159.6,11.3,39.0,331.4,6.49,1323,1932,63,22,0.351,2.3,69.8,4,gamer,<18
263,41,Male,Motorola Edge 40,Android,97.2,31.3,181.0,19.0,56.1,384.6,7.66,1274,2608,65,20,0.449,3.9,81.7,4,gamer,36-45
264,55,Female,Samsung Galaxy A54,Android,148.8,52.1,30.5,22.2,78.5,332.0,6.96,1142,3333,66,8,0.241,10.0,13.3,24,content_consumer,45+
265,18,Male,Samsung Galaxy A54,Android,293.5,46.2,59.5,0.0,86.3,485.4,9.33,1615,5128,62,18,0.235,8.7,11.1,43,content_consumer,<18
266,30,Female,Realme 11 Pro,Android,41.3,46.5,88.8,72.9,55.5,305.1,6.44,1248,1750,51,18,0.153,8.1,37.1,8,mixed_user,26-35
267,20,Male,iPhone 14,iOS,173.0,48.4,0.0,27.1,16.8,265.2,5.8,1115,2586,73,11,0.262,10.0,39.8,6,content_consumer,18-25
268,35,Male,OnePlus 11,Android,14.3,180.8,29.3,12.2,48.0,284.5,5.31,946,1574,68,18,0.252,8.3,16.1,17,social_butterfly,26-35
269,52,Male,OnePlus 11,Android,111.7,42.0,22.2,57.3,76.5,309.7,6.25,1213,2846,51,9,0.134,9.5,14.7,21,content_consumer,45+
270,18,Female,Samsung Galaxy S22,Android,139.6,31.8,261.6,24.0,81.8,538.8,10.33,1699,3676,82,22,0.44,3.9,58.7,9,gamer,<18
271,15,Male,iPhone 14,iOS,69.7,58.0,10.4,153.6,40.5,332.2,6.39,1070,1795,57,10,0.11,6.7,19.0,17,productivity_focused,<18
272,28,Female,Realme 11 Pro,Android,1.5,56.8,5.4,172.5,3.5,239.7,5.3,923,399,52,10,0.088,9.0,35.6,6,productivity_focused,26-35
273,60,Male,Samsung Galaxy A54,Android,10.9,21.8,3.8,140.5,24.9,201.9,3.99,879,804,45,9,0.084,6.7,23.3,8,productivity_focused,45+
274,22,Female,Motorola Edge 40,Android,51.5,229.4,24.1,25.1,54.9,385.0,7.29,1256,2315,48,12,0.123,6.5,18.1,21,social_butterfly,18-25
275,38,Male,Xiaomi 13,Android,197.8,56.9,18.5,0.0,117.9,391.2,7.59,1286,4520,65,8,0.186,11.6,28.7,13,content_consumer,36-45
276,28,Male,Realme 11 Pro,Android,24.9,27.8,26.2,247.2,0.0,326.2,6.4,1179,639,43,16,0.113,7.0,32.5,10,productivity_focused,26-35
277,15,Female,Xiaomi Redmi Note 12,Android,43.5,0.0,317.4,24.5,19.6,405.0,7.7,1219,1566,51,21,0.352,3.3,53.3,7,gamer,<18
278,14,Male,iPhone 14,iOS,300.1,104.2,78.7,33.3,120.4,636.8,12.09,1941,5971,45,23,0.162,5.8,35.3,18,content_consumer,<18
279,63,Male,Samsung Galaxy S22,Android,86.4,52.4,190.4,11.2,43.0,383.4,7.57,1194,2295,86,22,0.336,3.1,61.1,6,gamer,45+
280,23,Female,Realme 11 Pro,Android,21.4,49.0,16.1,125.7,11.6,223.8,4.93,977,740,39,16,0.103,7.1,26.0,8,productivity_focused,18-25
281,16,Male,Realme 11 Pro,Android,118.3,84.9,328.8,23.9,25.0,580.8,10.51,1810,2818,51,22,0.375,4.1,41.9,13,gamer,<18
282,20,Female,iPhone SE,iOS,117.5,103.9,0.0,80.0,73.3,374.8,7.55,1287,2961,62,19,0.169,13.2,11.1,33,mixed_user,18-25
283,56,Female,Xiaomi Redmi Note 12,Android,29.4,31.0,225.9,3.0,19.3,308.6,5.92,1003,1363,77,22,0.347,3.0,41.7,7,gamer,45+
284,64,Male,Xiaomi Redmi Note 12,Android,31.1,27.5,186.5,10.6,89.6,345.3,6.68,1316,2267,82,22,0.274,3.7,32.4,10,gamer,45+
285,62,Male,iPhone 13,iOS,9.0,186.1,26.9,35.4,27.4,284.9,6.24,1122,1242,52,13,0.294,9.4,11.8,24,social_butterfly,45+
286,35,Male,Xiaomi Redmi Note 12,Android,17.7,16.2,226.1,16.8,11.9,288.7,5.48,1193,1061,61,21,0.3,4.1,81.6,3,gamer,26-35
287,49,Male,Xiaomi Redmi Note 12,Android,15.2,37.7,3.8,200.6,4.4,261.7,5.58,1082,621,36,9,0.063,7.1,15.5,16,productivity_focused,45+
288,13,Male,Samsung Galaxy S22,Android,43.3,53.7,14.8,179.4,26.9,318.1,6.05,1056,1368,56,9,0.148,8.0,27.0,11,productivity_focused,<18
289,37,Male,iPhone 15,iOS,89.3,33.0,30.1,11.6,158.2,322.2,6.49,1287,3760,78,10,0.127,7.5,38.1,8,content_consumer,36-45
290,45,Male,Motorola Edge 40,Android,14.3,233.5,28.0,14.7,13.4,303.9,5.96,1152,1293,70,21,0.157,11.8,10.7,28,social_butterfly,36-45
291,15,Female,iPhone 14,iOS,111.7,127.7,171.8,85.0,74.3,570.5,10.5,1643,3319,55,22,0.189,11.3,15.0,37,mixed_user,<18
292,60,Female,Samsung Galaxy A54,Android,4.1,147.8,28.6,52.1,25.0,257.6,4.87,883,1120,63,18,0.182,8.6,16.3,15,social_butterfly,45+
293,55,Male,iPhone 15,iOS,36.0,156.9,31.5,37.4,36.7,298.6,5.95,1205,1734,61,19,0.195,8.0,6.7,44,social_butterfly,45+
294,16,Female,OnePlus 11,Android,320.2,98.5,26.6,10.3,93.4,548.9,10.62,1767,5738,52,12,0.18,6.2,25.4,21,content_consumer,<18
295,31,Male,Xiaomi 13,Android,18.1,25.2,14.6,171.3,5.1,234.2,5.29,814,641,50,10,0.075,7.0,15.5,15,productivity_focused,26-35
296,21,Male,iPhone 15,iOS,229.2,104.3,35.6,0.0,75.2,444.3,8.47,1453,4371,75,20,0.252,11.2,36.8,12,content_consumer,18-25
297,33,Female,iPhone 13,iOS,46.7,168.4,20.3,40.3,0.0,275.6,6.05,1006,1243,60,18,0.181,10.1,10.4,26,social_butterfly,26-35
298,32,Male,iPhone SE,iOS,161.0,52.3,19.2,32.0,15.6,280.1,6.08,1071,2518,46,8,0.225,11.6,33.6,8,content_consumer,26-35
299,14,Male,iPhone 15,iOS,319.2,113.2,90.7,54.2,43.0,620.3,11.82,1832,5088,48,12,0.112,7.1,12.7,48,content_consumer,<18
300,30,Male,iPhone 14,iOS,23.3,22.8,15.0,101.8,7.3,170.3,3.77,728,709,56,14,0.098,6.7,16.7,10,productivity_focused,26-35
301,59,Male,iPhone 14,iOS,32.0,19.8,227.6,15.5,56.8,351.7,7.02,1294,1863,80,20,0.364,2.4,57.5,6,gamer,45+
302,21,Male,Google Pixel 8,Android,43.6,211.2,8.2,0.0,25.1,288.2,5.83,1166,1620,43,21,0.153,10.2,5.7,50,social_butterfly,18-25
303,56,Male,Samsung Galaxy A54,Android,16.6,0.5,49.1,66.6,78.4,211.2,4.74,875,1706,45,19,0.176,9.9,21.9,9,mixed_user,45+
304,18,Female,Motorola Edge 40,Android,10.1,6.9,10.3,240.3,2.1,269.8,5.54,1102,472,35,14,0.059,5.1,25.3,10,productivity_focused,<18
305,50,Female,Samsung Galaxy S23,Android,78.2,23.3,42.5,20.5,94.1,258.5,5.17,849,2626,41,8,0.137,7.3,30.8,8,content_consumer,45+
306,59,Male,iPhone SE,iOS,22.5,28.1,9.1,188.0,11.2,258.9,5.35,847,722,42,10,0.066,8.6,31.7,8,productivity_focused,45+
307,22,Female,Samsung Galaxy S22,Android,183.0,79.1,37.8,0.0,52.4,352.2,6.87,1358,3474,78,16,0.111,10.0,13.2,26,content_consumer,18-25
308,14,Female,Samsung Galaxy S22,Android,24.4,20.4,39.3,180.0,16.5,280.5,5.94,1093,832,47,9,0.096,8.0,18.8,14,productivity_focused,<18
309,54,Male,iPhone SE,iOS,46.0,12.4,319.5,0.4,13.6,391.9,7.94,1274,1576,76,23,0.424,2.9,56.7,6,gamer,45+
310,50,Male,iPhone 13,iOS,70.3,63.8,0.0,90.1,58.6,282.8,6.07,1186,2012,68,17,0.168,12.9,31.8,8,mixed_user,45+
311,43,Male,Samsung Galaxy A54,Android,96.3,87.6,163.7,102.6,80.1,530.3,10.09,1542,3112,49,11,0.108,11.3,37.9,14,mixed_user,36-45
312,24,Male,Xiaomi Redmi Note 12,Android,19.1,40.3,20.0,231.9,33.0,344.3,6.99,1098,1149,34,10,0.122,5.3,27.9,12,productivity_focused,18-25
313,43,Female,OnePlus 11,Android,69.8,88.0,73.7,86.3,138.3,456.1,8.24,1397,3432,46,16,0.275,14.4,34.6,13,mixed_user,36-45
314,32,Male,Motorola Edge 40,Android,30.8,67.5,23.0,305.7,37.4,464.4,8.92,1416,1389,42,10,0.108,9.1,35.2,13,productivity_focused,26-35
315,40,Male,Samsung Galaxy A54,Android,73.2,70.2,0.0,13.9,110.2,267.5,5.65,1096,2891,64,17,0.141,5.5,25.4,10,content_consumer,36-45
316,15,Female,iPhone SE,iOS,84.2,330.8,18.9,34.1,26.2,494.2,9.55,1627,2547,59,21,0.25,11.7,5.5,89,social_butterfly,<18
317,59,Female,iPhone SE,iOS,27.3,39.9,143.6,16.3,39.8,266.9,5.87,943,1523,66,23,0.35,4.3,51.0,5,gamer,45+
318,38,Male,Samsung Galaxy S23,Android,69.6,0.0,18.2,31.4,14.4,133.7,3.29,593,1295,65,18,0.192,9.4,28.4,4,mixed_user,36-45
319,32,Male,OnePlus 11,Android,48.8,219.0,11.1,18.2,25.7,322.7,6.02,1142,1818,61,12,0.203,10.9,13.2,24,social_butterfly,26-35
320,64,Female,OnePlus 11,Android,114.4,70.3,3.3,49.6,106.6,344.2,6.92,1327,3349,56,14,0.104,10.8,39.7,8,content_consumer,45+
321,64,Male,Samsung Galaxy S22,Android,207.7,34.7,14.4,14.8,76.6,348.2,6.53,1201,3878,53,18,0.282,10.3,38.1,9,content_consumer,45+
322,29,Female,iPhone 13,iOS,90.1,97.3,13.2,102.2,52.8,355.6,6.7,1304,2296,45,20,0.227,10.6,28.8,12,mixed_user,26-35
323,56,Female,OnePlus 11,Android,119.0,46.0,22.4,11.5,83.9,282.8,5.89,1200,3068,44,11,0.283,6.1,19.0,14,content_consumer,45+
324,24,Female,Xiaomi 13,Android,175.5,52.4,17.9,17.0,57.5,320.3,6.26,1085,3230,62,11,0.183,5.4,13.6,23,content_consumer,18-25
325,14,Male,iPhone 14,iOS,71.4,0.0,326.5,8.8,50.0,456.7,8.24,1471,2434,73,21,0.357,4.4,83.2,5,gamer,<18
326,14,Male,Xiaomi Redmi Note 12,Android,112.2,240.4,34.1,3.2,61.6,451.5,8.47,1377,3254,73,18,0.247,11.0,18.0,25,social_butterfly,<18
327,27,Male,Xiaomi 13,Android,53.2,207.0,10.4,69.7,4.6,344.9,7.0,1132,1555,72,19,0.244,9.1,8.2,42,social_butterfly,26-35
328,40,Male,Samsung Galaxy S22,Android,48.0,291.9,47.1,16.9,41.5,445.3,8.62,1457,2299,72,20,0.225,9.0,18.8,23,social_butterfly,36-45
329,50,Male,Xiaomi 13,Android,87.7,69.1,24.4,72.1,33.9,287.2,6.12,1080,1922,53,13,0.29,10.6,13.0,22,mixed_user,45+
330,53,Male,Xiaomi Redmi Note 12,Android,25.3,23.6,162.6,26.7,46.9,285.0,6.18,1020,1560,55,21,0.334,4.9,55.8,5,gamer,45+
331,24,Female,Xiaomi Redmi Note 12,Android,85.2,197.4,46.0,52.1,61.5,442.3,7.95,1465,2855,74,13,0.105,10.6,17.7,25,social_butterfly,18-25
332,27,Male,OnePlus 11,Android,35.0,9.6,0.0,165.3,29.1,239.0,4.64,987,1152,32,16,0.124,9.4,14.0,17,productivity_focused,26-35
333,39,Female,iPhone 15,iOS,264.4,45.5,49.1,19.4,65.7,444.1,8.71,1480,4508,74,21,0.13,11.8,18.2,24,content_consumer,36-45
334,63,Female,iPhone SE,iOS,41.9,141.3,14.6,34.0,52.9,284.7,6.07,1112,1835,77,20,0.291,10.4,8.2,34,social_butterfly,45+
335,15,Female,Google Pixel 8,Android,62.9,252.3,11.4,37.2,40.6,404.2,7.31,1397,2351,42,21,0.153,6.4,16.0,25,social_butterfly,<18
336,36,Female,iPhone SE,iOS,89.5,44.6,63.4,103.6,47.3,348.5,7.16,1101,2148,48,21,0.284,12.3,38.8,8,mixed_user,36-45
337,27,Male,OnePlus 11,Android,25.6,98.4,83.5,78.4,25.2,311.1,6.11,1152,1247,53,23,0.123,9.3,24.2,12,mixed_user,26-35
338,26,Female,Samsung Galaxy S23,Android,51.2,266.8,30.7,51.7,25.9,426.3,7.94,1413,2026,71,12,0.266,6.7,16.9,25,social_butterfly,26-35
